tengu_bg_exec_no_lastline	ring_bytes
tengu_bg_handoff_settle	jobSessionId
tengu_bg_imark_malformed	<no-static-fields>
tengu_bg_killjob_ctrl_fallback	ctrlSent
tengu_bg_launcher_fork_and_exit	attempt
tengu_bg_launcher_replacement_raw	<no-static-fields>
tengu_bg_launcher_worker_refused	attempt
tengu_bg_orphan_reap	reaped
tengu_bg_phase_illegal	<no-static-fields>
tengu_bg_prewarm_burst	alreadyBooting,candidates,durationMs,lowMemStop,refused,remaining,respawned,sweepStaleStop
tengu_bg_proto_mismatch	client_proto,server_proto
tengu_bg_pty_auth_mismatch	mode
tengu_bg_pty_unavailable	short
tengu_bg_ptyhost_crash	hadBreadcrumb,hadHello,short,via
tengu_bg_reply_outcome	error_code,ms,outcome
tengu_bg_respawn	daemon_up,dispatch_ms,forced,kill_ms,ok,probe_ms,skipped_kill,total_ms,transcript_ms,wait_ms,was_present
tengu_bg_respawn_downgrade_refused	short,trigger,worker_cli_version
tengu_bg_respawn_exhausted	attempts,short
tengu_bg_respawn_no_transcript	had_link_scan_path,quarantined,refused,via
tengu_bg_respawn_probe_rescue	via
tengu_bg_respawn_resume_conflict	<no-static-fields>
tengu_bg_respawn_stale	rvSent,short,trigger,worker_cli_version
tengu_bg_respawn_suppressed	reason,short
tengu_bg_respawn_unconfirmed_bail	<no-static-fields>
tengu_bg_retire_pinned_low_mem	<no-static-fields>
tengu_bg_retired	bridged,detritusOnly,rvSent,settledForMs,short,state
tengu_bg_roster_orphan_adopted	<no-static-fields>
tengu_bg_roster_orphan_pruned	reason
tengu_bg_roster_parse_failed	errCode,issueCode,issuePath,orphaned,quarantined
tengu_bg_rv_connect_exhausted	attempts
tengu_bg_sendclaim_failed	errno,error,short
tengu_bg_settle	attempt,outcome,short,uptimeMs,worker_cli_version,worker_stale
tengu_bg_skew_nudge	converged,daemon_version,duration_ms,enoconn,etimeout,restarting,skewed
tengu_bg_spare_claim	age_ms
tengu_bg_spare_claim_fail	reason
tengu_bg_spare_spawn	<no-static-fields>
tengu_bg_spawn_binary_gone	attempt,short
tengu_bg_spawn_cwd_gone	attempt,short,via
tengu_bg_state_read_recovered	attempts
tengu_bg_state_read_transient	errno,had_cache
tengu_bg_stdin_unreadable	error_code
tengu_bg_worker_exit	attempt,code,exitCause,launch_mode,outcome,procUptimeMs,short,signal,source,worker_cli_version,worker_stale
tengu_bg_worker_spawn	attempt,launch_mode,short,source
tengu_bg_worker_stalled	short,sinceMs
tengu_bg_worker_vanished	fromPoll,recycled,short,uptimeMs,worker_cli_version,worker_stale
tengu_binary_content_persisted	ext,sizeBytes
tengu_binary_download_attempt	<no-static-fields>
tengu_binary_download_failure	attempt,http_status,is_checksum_mismatch,is_timeout,latency_ms,platform
tengu_binary_download_success	latency_ms
tengu_binary_manifest_fetch_failure	http_status,is_timeout,latency_ms,platform
tengu_binary_platform_not_found	<no-static-fields>
tengu_bridge_command	action
tengu_bridge_compacted_while_disabled_remint	<no-static-fields>
tengu_bridge_fatal_error	error_type,status
tengu_bridge_heartbeat_error	error_type,status
tengu_bridge_heartbeat_mode_entered	active_sessions,heartbeat_interval_ms
tengu_bridge_heartbeat_mode_exited	active_sessions,heartbeat_cycles,reason
tengu_bridge_ingress_demoted	platform_class
tengu_bridge_message_received	is_repl
tengu_bridge_outcome_branch_dropped	reason
tengu_bridge_owner_changed	archive_status,episode_already_dead,site
tengu_bridge_placeholder_used_session	v2
tengu_bridge_poll_give_up	elapsed_ms,error_type
tengu_bridge_read_file_served	ext,requested_max_bytes,size_bytes,source,success,truncated
tengu_bridge_reconnected	disconnected_ms
tengu_bridge_registration_failed	status
tengu_bridge_repl_auth_revive	<no-static-fields>
tengu_bridge_repl_auto_disabled	had_session
tengu_bridge_repl_connect_timeout	cause,elapsed_ms,v2
tengu_bridge_repl_env_expired_fresh_session	reattach_origin,revive_initiated,status,v2,via
tengu_bridge_repl_evaluated	repl_bridge_enabled,would_auto_on
tengu_bridge_repl_skipped	reason
tengu_bridge_repl_started	expires_in_s,has_initial_messages,inProtectedNamespace,v2
tengu_bridge_repl_teardown	archive_credential,archive_http_status,archive_no_token,archive_ok,archive_status,archive_timeout,v2
tengu_bridge_repl_ws_closed	close_cause,code,recovery_in_flight,v2
tengu_bridge_repl_ws_connected	cause,v2
tengu_bridge_restored_pointer_takeover	<no-static-fields>
tengu_bridge_revision_guess_used	<no-static-fields>
tengu_bridge_session_done	duration_ms,status
tengu_bridge_session_started	active_sessions,inProtectedNamespace,in_worktree,spawn_duration_ms,spawn_mode,worktree_create_ms
tengu_bridge_shutdown	active_sessions,loop_duration_ms
tengu_bridge_spawn_mode_chosen	spawn_mode
tengu_bridge_spawn_mode_toggled	spawn_mode
tengu_bridge_started	has_debug_file,heartbeat_interval_ms,max_sessions,pre_create_session,sandbox,spawn_mode,spawn_mode_source,verbose,worktree_available
tengu_bridge_token_refreshed	<no-static-fields>
tengu_bridge_work_secret_failed	<no-static-fields>
tengu_brief_mode_enabled	enabled,gated,source
tengu_brief_mode_toggled	enabled,gated,source
tengu_brief_send	attachment_count,proactive,upload_lane
tengu_bug_report_failed	first_attempt_too_large,reason,remote_workspace,status_code,surface
tengu_bug_report_submitted	feedback_id,last_assistant_api_message_id,last_assistant_message_id,last_interrupted_assistant_api_message_id,remote_workspace,retried_after_too_large,strip_level,surface,third_party_transcripts_dropped
tengu_builtin_mcp_toggle	enabled,serverName
tengu_bypass_permissions_mode_dialog_accept	<no-static-fields>
tengu_bypass_permissions_mode_dialog_shown	<no-static-fields>
tengu_byte_watchdog_fired_late	idle_ms,late_ms,readable_errored
tengu_c4e_slash_upsell_shown	command
tengu_cache_eviction_hint	last_request_id,scope
tengu_cancel	source,streamMode
tengu_cc_memory_tag_stripped	block_chars,cited_injected_body_count,cited_listed_count,cited_read_count,cited_resolved_count,cited_surfaced_count,cited_unknown_count,cited_written_count,close_tag_count,memory_file_count,messageID,missing_filenames_attr,open_tag_chars_bucket,open_tag_count,request_id,seam,surface,tagged_content_chars
tengu_ccr_bundle_upload	has_wip,max_bytes,outcome,scope,size_bytes
tengu_ccr_preserved_event_ids_clamped	cap,originalCount,payloadClamped
tengu_ccr_session_link	ccr_session_id,create_effort_level,create_endpoint,grouped,source
tengu_ccr_unsupported_default_mode_ignored	mode_hash
tengu_cd_command	source
tengu_chain_parallel_tr_recovered	recovered_count
tengu_chain_parent_cycle	<no-static-fields>
tengu_chain_self_reference_write	<no-static-fields>
tengu_chain_timestamp_fallback	<no-static-fields>
tengu_chrome_auto_enable_prompt_shown	<no-static-fields>
tengu_chrome_bridge_account_mismatch	has_env_token,persisted_from_config
tengu_chrome_install_upsell_shown	<no-static-fields>
tengu_claude_api_skill_loaded	detected_lang,has_args,subcommand
tengu_claude_code_skill_loaded	has_args
tengu_claude_in_chrome_onboarding_shown	<no-static-fields>
tengu_claude_in_chrome_setting_changed	enabled
tengu_claude_in_chrome_setup	platform
